Latitude,Longitude
46 25 13.79,-109 50 52.43
46 25 1.2,-109 50 52.35
46 25 10.19,-109 50 52.26
46 25 8.36,-109 50 52.19
46 25 6.51,-109 50 52.11
46 25 4.68,-109 50 52.03
46 25 2.86,-109 50 51.95
46 25 1.03,-109 50 51.86
46 24 99.19,-109 50 51.78
46 24 97.34,-109 50 51.69
46 24 95.46,-109 50 51.59
46 24 93.57,-109 50 5.15
46 24 91.66,-109 50 51.41
46 24 89.73,-109 50 51.32
46 24 87.79,-109 50 51.24
46 24 85.87,-109 50 51.17
46 24 83.97,-109 50 51.09
46 24 8.21,-109 50 5.1
46 24 80.22,-109 50 50.92
46 24 78.34,-109 50 50.84
46 24 76.45,-109 50 50.75
46 24 74.55,-109 50 50.66
46 24 72.63,-109 50 50.58
46 24 70.71,-109 50 5.05
46 24 68.78,-109 50 5.04
46 24 66.85,-109 50 50.31
46 24 64.94,-109 50 50.22
46 24 63.04,-109 50 50.14
46 24 61.14,-109 50 50.05
46 24 59.24,-109 50 49.96
46 24 57.33,-109 50 49.86
46 24 5.54,-109 50 49.77
46 24 53.48,-109 50 49.67
46 24 51.54,-109 50 49.58
46 24 4.96,-109 50 4.95
46 24 47.65,-109 50 49.41
46 24 45.71,-109 50 49.31
46 24 43.79,-109 50 49.23
46 24 4.19,-109 50 49.16
46 24 40.02,-109 50 4.91
46 24 38.13,-109 50 49.04
46 24 36.23,-109 50 48.99
46 24 34.33,-109 50 48.95
46 24 32.42,-109 50 48.93
46 24 30.51,-109 50 48.96
46 24 2.86,-109 50 49.05
46 24 26.69,-109 50 49.19
46 24 24.78,-109 50 49.36
46 24 22.88,-109 50 49.56
46 24 20.98,-109 50 49.82
46 24 19.08,-109 50 50.13
46 24 17.18,-109 50 50.48
46 24 15.29,-109 50 50.88
46 24 13.39,-109 50 51.32
46 24 1.15,-109 50 51.81
46 24 9.61,-109 50 52.33
46 24 7.71,-109 50 52.89
46 24 5.82,-109 50 53.49
46 24 3.92,-109 50 54.13
46 24 2.03,-109 50 54.82
46 24 1.3,-109 50 55.56
46 23 98.24,-109 50 56.31
46 23 96.34,-109 50 57.07
46 23 94.44,-109 50 57.83
46 23 92.54,-109 50 58.56
46 23 90.65,-109 50 59.28
46 23 88.75,-109 50 59.98
46 23 86.86,-109 50 6.07
46 23 84.97,-109 50 61.42
46 23 83.08,-109 50 62.14
46 23 81.19,-109 50 62.85
46 23 79.32,-109 50 63.57
46 23 77.46,-109 50 6.43
46 23 75.61,-109 50 65.03
46 23 7.38,-109 50 65.75
46 23 72.02,-109 50 66.46
46 23 70.29,-109 50 67.18
46 23 6.86,-109 50 6.79
46 23 66.93,-109 50 68.62
46 23 65.26,-109 50 69.35
46 23 63.59,-109 50 70.07
46 23 6.19,-109 50 70.79
46 23 60.19,-109 50 71.51
46 23 58.48,-109 50 72.23
46 23 56.78,-109 50 72.95
46 23 55.09,-109 50 73.66
46 23 53.39,-109 50 74.38
46 23 5.17,-109 50 7.51
46 23 50,-109 50 75.83
46 23 48.31,-109 50 76.57
46 23 46.61,-109 50 77.29
46 23 44.91,-109 50 78.01
46 23 43.21,-109 50 78.73
46 23 41.51,-109 50 79.45
46 23 3.98,-109 50 80.17
46 23 38.09,-109 50 8.09
46 23 36.38,-109 50 81.63
46 23 34.67,-109 50 82.34
46 23 32.96,-109 50 83.06
46 23 31.25,-109 50 83.76
46 23 29.54,-109 50 84.46
46 23 27.83,-109 50 85.16
46 23 26.12,-109 50 85.86
46 23 24.41,-109 50 86.56
46 23 22.69,-109 50 87.28
46 23 20.98,-109 50 8.8
46 23 19.27,-109 50 88.72
46 23 17.55,-109 50 89.43
46 23 15.85,-109 50 90.15
46 23 14.15,-109 50 90.89
46 23 12.46,-109 50 91.67
46 23 10.77,-109 50 92.49
46 23 9.09,-109 50 93.32
46 23 7.42,-109 50 94.16
46 23 5.76,-109 50 95.01
46 23 4.1,-109 50 95.88
46 23 2.45,-109 50 96.79
46 23 7.8,-109 50 97.72
46 22 99.11,-109 50 98.69
46 22 97.43,-109 50 99.66
46 22 95.75,-109 51 6.5
46 22 94.06,-109 51 1.66
46 22 92.38,-109 51 2.7
46 22 90.71,-109 51 3.76
46 22 89.05,-109 51 4.84
46 22 87.39,-109 51 5.94
46 22 85.74,-109 51 7.06
46 22 84.09,-109 51 8.21
46 22 82.46,-109 51 9.38
46 22 80.83,-109 51 10.57
46 22 79.21,-109 51 11.76
46 22 7.76,-109 51 12.99
46 22 7.6,-109 51 14.25
46 22 7.44,-109 51 15.53
46 22 72.81,-109 51 16.83
46 22 71.23,-109 51 18.13
46 22 69.66,-109 51 19.45
46 22 6.81,-109 51 20.78
46 22 66.54,-109 51 22.14
46 22 64.98,-109 51 23.53
46 22 63.43,-109 51 24.94
46 22 61.89,-109 51 26.36
46 22 60.35,-109 51 27.79
46 22 58.82,-109 51 29.25
46 22 5.73,-109 51 30.73
46 22 55.79,-109 51 32.22
46 22 54.28,-109 51 33.75
46 22 52.79,-109 51 35.29
46 22 51.29,-109 51 36.85
46 22 4.98,-109 51 38.42
46 22 48.32,-109 51 40
46 22 46.85,-109 51 41.59
46 22 45.39,-109 51 43.18
46 22 43.94,-109 51 44.79
46 22 4.25,-109 51 46.39
46 22 41.06,-109 51 4.8
46 22 39.64,-109 51 49.61
46 22 38.24,-109 51 51.21
46 22 36.84,-109 51 52.82
46 22 35.45,-109 51 54.43
46 22 34.07,-109 51 56.04
46 22 32.71,-109 51 57.65
46 22 31.34,-109 51 59.27
46 22 29.99,-109 51 60.88
46 22 28.64,-109 51 62.49
46 22 2.73,-109 51 6.41
46 22 25.97,-109 51 65.71
46 22 24.63,-109 51 67.33
46 22 2.33,-109 51 68.94
46 22 21.96,-109 51 70.56
46 22 20.62,-109 51 72.17
46 22 19.28,-109 51 73.78
46 22 17.95,-109 51 75.38
46 22 16.61,-109 51 76.99
46 22 15.27,-109 51 78.61
46 22 13.94,-109 51 80.22
46 22 1.26,-109 51 81.83
46 22 11.25,-109 51 83.44
46 22 9.9,-109 51 85.04
46 22 8.56,-109 51 86.65
46 22 7.21,-109 51 88.25
46 22 5.87,-109 51 89.85
46 22 4.52,-109 51 91.45
46 22 3.18,-109 51 93.05
46 22 1.83,-109 51 94.64
46 22 4.9,-109 51 96.24
46 21 99.14,-109 51 97.84
46 21 9.78,-109 51 99.45
46 21 96.46,-109 52 1.05
46 21 95.11,-109 52 2.65
46 21 93.77,-109 52 4.26
46 21 92.42,-109 52 5.87
46 21 91.08,-109 52 7.47
46 21 89.73,-109 52 9.08
46 21 88.39,-109 52 10.68
46 21 87.04,-109 52 12.27
46 21 8.57,-109 52 13.87
46 21 84.36,-109 52 15.48
46 21 83.02,-109 52 17.09
46 21 81.69,-109 52 18.69
46 21 80.35,-109 52 2.03
46 21 79.02,-109 52 2.19
46 21 77.68,-109 52 23.51
46 21 76.34,-109 52 25.11
46 21 7.5,-109 52 26.72
46 21 73.65,-109 52 28.33
46 21 72.31,-109 52 29.95
46 21 70.96,-109 52 31.56
46 21 69.61,-109 52 33.17
46 21 68.26,-109 52 34.78
46 21 66.92,-109 52 36.39
46 21 65.57,-109 52 38.01
46 21 64.23,-109 52 39.62
46 21 62.88,-109 52 41.24
46 21 61.53,-109 52 42.85
46 21 60.18,-109 52 44.45
46 21 58.84,-109 52 46.05
46 21 57.49,-109 52 47.65
46 21 56.15,-109 52 49.25
46 21 54.81,-109 52 50.86
46 21 53.47,-109 52 52.46
46 21 52.13,-109 52 54.06
46 21 50.78,-109 52 55.65
46 21 49.44,-109 52 57.25
46 21 4.81,-109 52 58.85
46 21 46.76,-109 52 60.44
46 21 45.42,-109 52 62.01
46 21 44.07,-109 52 63.57
46 21 42.72,-109 52 6.51
46 21 41.37,-109 52 6.66
46 21 40.02,-109 52 68.07
46 21 38.68,-109 52 69.53
46 21 37.33,-109 52 70.97
46 21 35.99,-109 52 72.39
46 21 34.65,-109 52 73.77
46 21 33.31,-109 52 75.11
46 21 31.97,-109 52 76.43
46 21 30.63,-109 52 77.73
46 21 29.29,-109 52 7.9
46 21 27.94,-109 52 80.24
46 21 26.57,-109 52 81.46
46 21 2.52,-109 52 82.64
46 21 2.38,-109 52 83.79
46 21 2.24,-109 52 84.91
46 21 20.98,-109 52 86.01
46 21 19.56,-109 52 87.07
46 21 18.12,-109 52 88.11
46 21 16.66,-109 52 89.12
46 21 15.18,-109 52 9.01
46 21 1.37,-109 52 91.06
46 21 12.19,-109 52 91.98
46 21 10.68,-109 52 92.87
46 21 9.15,-109 52 93.72
46 21 7.62,-109 52 94.52
46 21 6.07,-109 52 9.53
46 21 4.51,-109 52 96.04
46 21 2.95,-109 52 96.77
46 21 1.37,-109 52 97.47
46 20 99.78,-109 52 98.13
46 20 98.18,-109 52 98.75
46 20 96.57,-109 52 99.34
46 20 94.95,-109 52 99.91
46 20 93.32,-109 53 4.5
46 20 91.68,-109 53 9.5
46 20 90.04,-109 53 1.42
46 20 88.39,-109 53 1.85
46 20 86.74,-109 53 2.26
46 20 85.08,-109 53 2.64
46 20 83.41,-109 53 2.98
46 20 81.75,-109 53 3.29
46 20 80.08,-109 53 3.57
46 20 7.84,-109 53 3.8
46 20 76.73,-109 53 4.01
46 20 75.05,-109 53 4.2
46 20 73.36,-109 53 4.36
46 20 71.68,-109 53 4.48
46 20 69.98,-109 53 4.56
46 20 68.28,-109 53 4.61
46 20 66.57,-109 53 4.63
46 20 64.86,-109 53 4.63
46 20 63.14,-109 53 4.62
46 20 61.42,-109 53 4.6
46 20 5.97,-109 53 4.58
46 20 57.97,-109 53 4.56
46 20 56.24,-109 53 4.53
46 20 54.51,-109 53 4.49
46 20 52.78,-109 53 4.46
46 20 51.04,-109 53 4.43
46 20 49.29,-109 53 4.4
46 20 47.55,-109 53 4.37
46 20 45.79,-109 53 4.34
46 20 44.04,-109 53 4.31
46 20 42.28,-109 53 4.3
46 20 40.52,-109 53 4.29
46 20 38.77,-109 53 4.28
46 20 37.01,-109 53 4.25
46 20 35.25,-109 53 4.23
46 20 3.35,-109 53 4.2
46 20 31.74,-109 53 4.16
46 20 29.99,-109 53 4.14
46 20 28.25,-109 53 4.13
46 20 26.51,-109 53 4.11
46 20 24.77,-109 53 4.08
46 20 23.04,-109 53 4.06
46 20 21.31,-109 53 4.04
46 20 19.58,-109 53 4.02
46 20 17.85,-109 53 40
46 20 16.12,-109 53 3.98
46 20 14.39,-109 53 3.96
46 20 12.66,-109 53 3.94
46 20 10.92,-109 53 3.92
46 20 9.18,-109 53 3.9
46 20 7.44,-109 53 3.89
46 20 5.69,-109 53 3.87
46 20 3.95,-109 53 3.85
46 20 2.2,-109 53 3.82
46 20 4.4,-109 53 3.8
46 19 98.69,-109 53 3.79
46 19 96.93,-109 53 3.77
46 19 95.17,-109 53 3.76
46 19 93.41,-109 53 3.74
46 19 91.65,-109 53 3.72
46 19 89.89,-109 53 3.7
46 19 88.14,-109 53 3.68
46 19 86.38,-109 53 3.67
46 19 84.62,-109 53 3.65
46 19 82.87,-109 53 3.63
46 19 81.12,-109 53 3.61
46 19 79.37,-109 53 3.58
46 19 77.62,-109 53 3.55
46 19 75.88,-109 53 3.53
46 19 74.14,-109 53 3.52
46 19 72.41,-109 53 3.5
46 19 70.68,-109 53 3.49
46 19 68.95,-109 53 3.47
46 19 67.22,-109 53 3.46
46 19 6.55,-109 53 3.45
46 19 63.77,-109 53 3.44
46 19 62.03,-109 53 3.42
46 19 6.03,-109 53 3.4
46 19 58.56,-109 53 3.37
46 19 56.83,-109 53 3.35
46 19 55.09,-109 53 3.32
46 19 53.35,-109 53 3.31
46 19 51.61,-109 53 3.3
46 19 49.88,-109 53 3.28
46 19 48.14,-109 53 3.26
46 19 4.64,-109 53 3.23
46 19 44.66,-109 53 3.2
46 19 42.91,-109 53 3.18
46 19 41.17,-109 53 3.15
46 19 39.42,-109 53 3.14
46 19 37.67,-109 53 3.12
46 19 35.92,-109 53 3.12
46 19 34.17,-109 53 3.11
46 19 32.42,-109 53 3.1
46 19 30.67,-109 53 3.09
46 19 28.92,-109 53 3.07
46 19 27.17,-109 53 3.06
46 19 25.43,-109 53 3.05
46 19 23.68,-109 53 3.04
46 19 21.94,-109 53 3.03
46 19 2.02,-109 53 3.01
46 19 18.46,-109 53 30
46 19 16.74,-109 53 2.98
46 19 15.04,-109 53 2.95
46 19 13.38,-109 53 2.94
46 19 11.76,-109 53 2.93
46 19 10.16,-109 53 2.92
46 19 8.59,-109 53 2.91
46 19 7.02,-109 53 2.9
46 19 5.44,-109 53 2.89
46 19 3.87,-109 53 2.88
46 19 2.29,-109 53 2.86
46 19 7.1,-109 53 2.85
46 18 99.12,-109 53 2.84
46 18 97.53,-109 53 2.83
46 18 95.94,-109 53 2.8
46 18 94.34,-109 53 2.77
46 18 92.74,-109 53 2.75
46 18 91.14,-109 53 2.72
46 18 89.54,-109 53 2.7
46 18 87.94,-109 53 2.69
46 18 86.34,-109 53 2.69
46 18 84.74,-109 53 2.69
46 18 83.14,-109 53 2.67
46 18 81.55,-109 53 2.64
46 18 79.95,-109 53 2.62
46 18 78.36,-109 53 2.6
46 18 76.77,-109 53 2.59
46 18 75.19,-109 53 2.58
46 18 7.36,-109 53 2.56
46 18 72.01,-109 53 2.55
46 18 70.43,-109 53 2.53
46 18 68.84,-109 53 2.51
46 18 67.25,-109 53 2.5
46 18 65.66,-109 53 2.48
46 18 64.08,-109 53 2.48
46 18 62.49,-109 53 2.47
46 18 6.09,-109 53 2.46
46 18 59.31,-109 53 2.43
46 18 57.72,-109 53 2.41
46 18 56.13,-109 53 2.39
46 18 54.54,-109 53 2.37
46 18 52.95,-109 53 2.36
46 18 51.36,-109 53 2.35
46 18 49.77,-109 53 2.34
46 18 48.18,-109 53 2.33
46 18 46.59,-109 53 2.31
46 18 45.01,-109 53 2.3
46 18 43.42,-109 53 2.28
46 18 41.83,-109 53 2.26
46 18 40.24,-109 53 2.24
46 18 38.65,-109 53 2.22
46 18 37.06,-109 53 2.21
46 18 35.47,-109 53 2.2
46 18 33.88,-109 53 2.21
46 18 32.29,-109 53 2.21
46 18 3.07,-109 53 2.2
46 18 29.11,-109 53 2.19
46 18 27.51,-109 53 2.17
46 18 25.92,-109 53 2.15
46 18 24.33,-109 53 2.13
46 18 22.74,-109 53 2.1
46 18 21.15,-109 53 2.08
46 18 19.56,-109 53 2.06
46 18 17.97,-109 53 2.05
46 18 16.38,-109 53 2.04
46 18 14.78,-109 53 2.04
46 18 13.19,-109 53 2.02
46 18 11.59,-109 53 20
46 18 10,-109 53 1.99
46 18 8.41,-109 53 1.98
46 18 6.81,-109 53 1.96
46 18 5.22,-109 53 1.95
46 18 3.63,-109 53 1.93
46 18 2.04,-109 53 1.91
46 18 4.5,-109 53 1.88
46 17 98.86,-109 53 1.85
46 17 97.27,-109 53 1.83
46 17 95.68,-109 53 1.8
46 17 94.08,-109 53 1.78
46 17 92.49,-109 53 1.77
46 17 90.89,-109 53 1.76
46 17 89.29,-109 53 1.74
46 17 87.69,-109 53 1.7
46 17 86.06,-109 53 1.63
46 17 84.42,-109 53 1.55
46 17 82.77,-109 53 1.49
46 17 81.11,-109 53 1.46
46 17 79.44,-109 53 1.44
46 17 77.75,-109 53 1.43
46 17 76.04,-109 53 1.41
46 17 74.33,-109 53 1.39
46 17 72.61,-109 53 1.36
46 17 70.87,-109 53 1.34
46 17 69.12,-109 53 1.33
46 17 67.37,-109 53 1.31
46 17 65.61,-109 53 1.29
46 17 63.84,-109 53 1.27
46 17 62.06,-109 53 1.27
46 17 60.28,-109 53 1.26
46 17 5.85,-109 53 1.24
46 17 56.72,-109 53 1.22
46 17 54.93,-109 53 1.21
46 17 53.16,-109 53 1.19
46 17 51.38,-109 53 1.17
46 17 49.61,-109 53 1.15
46 17 47.83,-109 53 1.14
46 17 46.05,-109 53 1.13
46 17 44.28,-109 53 1.13
46 17 42.52,-109 53 1.15
46 17 40.75,-109 53 1.19
46 17 38.99,-109 53 1.25
46 17 37.23,-109 53 1.32
46 17 35.47,-109 53 1.39
46 17 33.69,-109 53 1.45
46 17 31.91,-109 53 1.49
46 17 30.12,-109 53 1.54
46 17 28.33,-109 53 1.6
46 17 26.55,-109 53 1.67
46 17 24.76,-109 53 1.74
46 17 22.97,-109 53 1.81
46 17 21.19,-109 53 1.88
46 17 19.41,-109 53 1.94
46 17 17.65,-109 53 20
46 17 1.59,-109 53 2.07
46 17 14.17,-109 53 2.17
46 17 12.43,-109 53 2.27
46 17 10.69,-109 53 2.4
46 17 8.94,-109 53 2.55
46 17 7.18,-109 53 2.72
46 17 5.42,-109 53 2.9
46 17 3.66,-109 53 3.1
46 17 1.89,-109 53 3.35
46 17 1.2,-109 53 3.63
46 16 98.35,-109 53 3.95
46 16 96.57,-109 53 4.28
46 16 9.48,-109 53 4.61
46 16 93.02,-109 53 4.96
46 16 91.24,-109 53 5.33
46 16 89.46,-109 53 5.72
46 16 87.68,-109 53 6.12
46 16 85.91,-109 53 6.55
46 16 84.13,-109 53 70
46 16 82.37,-109 53 7.47
46 16 80.61,-109 53 7.97
46 16 78.86,-109 53 8.49
46 16 77.14,-109 53 9.05
46 16 75.43,-109 53 9.64
46 16 73.73,-109 53 10.26
46 16 72.05,-109 53 10.89
46 16 70.37,-109 53 11.53
46 16 6.87,-109 53 12.19
46 16 67.03,-109 53 12.87
46 16 65.38,-109 53 13.55
46 16 63.73,-109 53 14.22
46 16 62.08,-109 53 1.49
46 16 60.43,-109 53 15.58
46 16 58.77,-109 53 16.25
46 16 5.71,-109 53 16.93
46 16 55.43,-109 53 1.76
46 16 53.75,-109 53 18.28
46 16 52.05,-109 53 18.95
46 16 50.35,-109 53 19.61
46 16 48.63,-109 53 20.28
46 16 4.69,-109 53 20.94
46 16 45.17,-109 53 2.16
46 16 43.43,-109 53 22.25
46 16 4.17,-109 53 22.91
46 16 39.98,-109 53 23.57
46 16 38.25,-109 53 24.23
46 16 36.53,-109 53 24.89
46 16 3.48,-109 53 25.55
46 16 33.08,-109 53 26.21
46 16 31.36,-109 53 26.87
46 16 29.64,-109 53 27.53
46 16 27.92,-109 53 28.19
46 16 26.21,-109 53 28.83
46 16 2.45,-109 53 29.47
46 16 22.79,-109 53 30.14
46 16 21.08,-109 53 30.81
46 16 19.37,-109 53 31.47
46 16 17.66,-109 53 32.13
46 16 15.96,-109 53 32.79
46 16 14.25,-109 53 33.44
46 16 12.55,-109 53 34.09
46 16 10.85,-109 53 34.74
46 16 9.15,-109 53 35.39
46 16 7.44,-109 53 36.04
46 16 5.73,-109 53 36.69
46 16 4.02,-109 53 37.34
46 16 2.31,-109 53 3.8
46 16 60,-109 53 38.66
46 15 98.89,-109 53 39.32
46 15 97.19,-109 53 39.98
46 15 95.49,-109 53 40.63
46 15 9.38,-109 53 41.29
46 15 92.11,-109 53 41.93
46 15 90.43,-109 53 42.57
46 15 88.74,-109 53 43.22
46 15 87.05,-109 53 43.88
46 15 85.36,-109 53 44.54
46 15 83.68,-109 53 4.52
46 15 81.99,-109 53 45.85
46 15 8.03,-109 53 46.51
46 15 78.61,-109 53 47.18
46 15 76.92,-109 53 47.84
46 15 75.23,-109 53 4.85
46 15 73.54,-109 53 49.15
46 15 71.85,-109 53 4.98
46 15 70.16,-109 53 50.45
46 15 68.46,-109 53 51.09
46 15 66.77,-109 53 51.74
46 15 65.07,-109 53 5.24
46 15 63.37,-109 53 53.05
46 15 61.67,-109 53 5.37
46 15 59.96,-109 53 54.35
46 15 58.26,-109 53 5.5
46 15 56.57,-109 53 55.64
46 15 54.87,-109 53 56.29
46 15 53.18,-109 53 56.94
46 15 5.15,-109 53 57.58
46 15 49.81,-109 53 58.23
46 15 48.13,-109 53 5.89
46 15 46.45,-109 53 59.57
46 15 44.77,-109 53 60.23
46 15 43.08,-109 53 6.09
46 15 41.39,-109 53 61.58
46 15 3.97,-109 53 62.25
46 15 3.8,-109 53 62.92
46 15 3.63,-109 53 63.58
46 15 3.46,-109 53 64.25
46 15 32.88,-109 53 64.91
46 15 31.16,-109 53 65.55
46 15 29.44,-109 53 66.18
46 15 27.72,-109 53 66.76
46 15 25.99,-109 53 67.27
46 15 24.27,-109 53 67.68
46 15 22.55,-109 53 67.98
46 15 20.83,-109 53 68.19
46 15 19.11,-109 53 68.31
46 15 17.39,-109 53 68.33
46 15 15.67,-109 53 68.24
46 15 13.96,-109 53 68.05
46 15 12.24,-109 53 6.78
46 15 10.53,-109 53 67.51
46 15 8.81,-109 53 6.72
46 15 7.1,-109 53 66.89
46 15 5.37,-109 53 6.66
46 15 3.64,-109 53 66.32
46 15 1.88,-109 53 66.04
46 15 1.1,-109 53 65.77
46 14 98.32,-109 53 65.54
46 14 96.53,-109 53 65.35
46 14 94.74,-109 53 6.52
46 14 92.94,-109 53 65.08
46 14 91.15,-109 53 65.01
46 14 89.35,-109 53 64.99
46 14 87.55,-109 53 65.02
46 14 85.75,-109 53 65.13
46 14 83.96,-109 53 65.29
46 14 82.18,-109 53 65.49
46 14 8.04,-109 53 65.68
46 14 78.63,-109 53 65.87
46 14 76.86,-109 53 66.06
46 14 7.51,-109 53 66.26
46 14 73.34,-109 53 66.46
46 14 71.58,-109 53 66.66
46 14 69.81,-109 53 66.88
46 14 68.03,-109 53 6.71
46 14 66.26,-109 53 67.33
46 14 64.49,-109 53 67.56
46 14 62.72,-109 53 67.78
46 14 60.96,-109 53 6.8
46 14 5.92,-109 53 68.21
46 14 57.45,-109 53 68.42
46 14 55.71,-109 53 68.64
46 14 53.98,-109 53 68.84
46 14 52.25,-109 53 69.05
46 14 50.54,-109 53 69.26
46 14 48.82,-109 53 69.47
46 14 47.11,-109 53 69.68
46 14 4.54,-109 53 6.99
46 14 43.68,-109 53 70.11
46 14 41.96,-109 53 70.33
46 14 40.23,-109 53 70.56
46 14 38.49,-109 53 70.78
46 14 36.74,-109 53 71.01
46 14 34.99,-109 53 71.22
46 14 33.24,-109 53 71.45
46 14 31.49,-109 53 71.68
46 14 29.74,-109 53 71.92
46 14 27.97,-109 53 72.15
46 14 2.62,-109 53 72.38
46 14 24.42,-109 53 7.26
46 14 22.63,-109 53 72.81
46 14 20.83,-109 53 7.3
46 14 19.02,-109 53 7.32
46 14 17.21,-109 53 7.34
46 14 1.54,-109 53 73.61
46 14 13.59,-109 53 73.81
46 14 11.79,-109 53 74.02
46 14 10,-109 53 74.25
46 14 8.22,-109 53 74.46
46 14 6.44,-109 53 74.65
46 14 4.67,-109 53 74.85
46 14 2.9,-109 53 75.07
46 14 1.14,-109 53 75.29
46 13 99.37,-109 53 7.55
46 13 9.76,-109 53 75.71
46 13 95.82,-109 53 75.92
46 13 94.04,-109 53 76.13
46 13 92.26,-109 53 76.34
46 13 90.49,-109 53 76.55
46 13 88.73,-109 53 76.76
46 13 8.7,-109 53 76.98
46 13 85.29,-109 53 77.19
46 13 83.59,-109 53 7.74
46 13 81.89,-109 53 7.76
46 13 80.19,-109 53 77.78
46 13 78.49,-109 53 77.97
46 13 76.79,-109 53 78.16
46 13 75.09,-109 53 78.35
46 13 7.34,-109 53 78.55
46 13 71.72,-109 53 78.75
46 13 70.04,-109 53 78.94
46 13 68.37,-109 53 79.12
46 13 66.71,-109 53 79.29
46 13 65.06,-109 53 79.47
46 13 63.41,-109 53 79.66
46 13 61.77,-109 53 79.86
46 13 60.15,-109 53 80.08
46 13 58.52,-109 53 80.29
46 13 5.69,-109 53 80.49
46 13 5.53,-109 53 80.69
46 13 5.37,-109 53 8.09
46 13 52.11,-109 53 81.11
46 13 50.53,-109 53 81.34
46 13 48.96,-109 53 81.58
46 13 47.39,-109 53 81.82
46 13 45.82,-109 53 82.05
46 13 44.23,-109 53 82.27
46 13 42.62,-109 53 82.49
46 13 40.99,-109 53 8.27
46 13 39.31,-109 53 82.91
46 13 3.76,-109 53 83.12
46 13 35.85,-109 53 83.34
46 13 34.06,-109 53 83.56
46 13 32.22,-109 53 83.78
46 13 30.36,-109 53 83.99
46 13 28.47,-109 53 84.19
46 13 2.66,-109 53 8.44
46 13 24.73,-109 53 84.62
46 13 22.88,-109 53 84.83
46 13 21.04,-109 53 85.04
46 13 19.21,-109 53 85.26
46 13 1.74,-109 53 85.48
46 13 15.61,-109 53 85.69
46 13 13.84,-109 53 85.89
46 13 12.09,-109 53 8.61
46 13 10.36,-109 53 86.31
46 13 8.63,-109 53 86.52
46 13 6.89,-109 53 86.74
46 13 5.16,-109 53 86.96
46 13 3.42,-109 53 87.17
46 13 1.68,-109 53 87.37
46 12 99.93,-109 53 87.58
46 12 98.18,-109 53 8.78
46 12 96.43,-109 53 88.02
46 12 94.68,-109 53 88.24
46 12 92.94,-109 53 88.46
46 12 9.12,-109 53 88.68
46 12 89.47,-109 53 8.89
46 12 87.74,-109 53 89.11
46 12 86.03,-109 53 89.33
46 12 84.31,-109 53 89.54
46 12 8.26,-109 53 89.74
46 12 80.88,-109 53 89.95
46 12 79.15,-109 53 90.17
46 12 77.41,-109 53 90.38
46 12 75.67,-109 53 90.59
46 12 73.92,-109 53 9.08
46 12 72.15,-109 53 91.02
46 12 70.38,-109 53 91.23
46 12 68.61,-109 53 91.45
46 12 66.83,-109 53 91.67
46 12 65.06,-109 53 91.88
46 12 63.29,-109 53 9.21
46 12 61.53,-109 53 9.23
46 12 59.77,-109 53 92.51
46 12 5.8,-109 53 92.71
46 12 56.24,-109 53 92.92
46 12 54.47,-109 53 93.13
46 12 5.27,-109 53 93.35
46 12 50.94,-109 53 93.57
46 12 49.17,-109 53 93.77
46 12 47.41,-109 53 93.99
46 12 45.64,-109 53 94.21
46 12 43.89,-109 53 94.41
46 12 42.13,-109 53 94.59
46 12 40.38,-109 53 94.78
46 12 38.62,-109 53 94.98
46 12 36.87,-109 53 9.52
46 12 35.12,-109 53 95.43
46 12 33.36,-109 53 95.65
46 12 31.61,-109 53 95.87
46 12 29.86,-109 53 9.61
46 12 28.11,-109 53 96.33
46 12 26.36,-109 53 96.57
46 12 24.62,-109 53 9.68
46 12 22.87,-109 53 97.02
46 12 21.13,-109 53 97.26
46 12 19.39,-109 53 97.49
46 12 17.67,-109 53 9.77
46 12 15.94,-109 53 97.91
46 12 14.23,-109 53 9.81
46 12 12.51,-109 53 98.28
46 12 10.78,-109 53 98.45
46 12 9.04,-109 53 98.62
46 12 7.29,-109 53 98.82
46 12 5.53,-109 53 99.05
46 12 3.75,-109 53 9.93
46 12 1.97,-109 53 99.53
46 12 20,-109 53 99.74
46 11 98.41,-109 53 99.96
46 11 96.62,-109 54 1.7
46 11 94.84,-109 54 3.9
46 11 93.08,-109 54 6.1
46 11 91.35,-109 54 8.2
46 11 89.63,-109 54 1.04
46 11 87.92,-109 54 1.27
46 11 8.62,-109 54 1.49
46 11 84.48,-109 54 1.71
46 11 82.76,-109 54 1.93
46 11 81.03,-109 54 2.14
46 11 79.31,-109 54 2.35
46 11 77.58,-109 54 2.56
46 11 75.84,-109 54 2.77
46 11 74.11,-109 54 2.97
46 11 72.36,-109 54 3.18
46 11 70.59,-109 54 3.4
46 11 68.82,-109 54 3.61
46 11 67.05,-109 54 3.81
46 11 65.28,-109 54 4.02
46 11 63.51,-109 54 4.23
46 11 61.74,-109 54 4.43
46 11 59.98,-109 54 4.65
46 11 58.22,-109 54 4.88
46 11 56.48,-109 54 5.11
46 11 54.74,-109 54 5.32
46 11 5.3,-109 54 5.53
46 11 51.26,-109 54 5.74
46 11 49.53,-109 54 5.95
46 11 47.79,-109 54 6.15
46 11 46.06,-109 54 6.35
46 11 44.33,-109 54 6.55
46 11 42.61,-109 54 6.74
46 11 40.89,-109 54 6.93
46 11 39.17,-109 54 7.12
46 11 37.45,-109 54 7.32
46 11 35.73,-109 54 7.53
46 11 34.01,-109 54 7.73
46 11 3.23,-109 54 7.94
