Latitude,Longitude
46 11 30.58,-109 54 8.15
46 11 28.87,-109 54 8.36
46 11 27.15,-109 54 8.57
46 11 25.45,-109 54 8.77
46 11 23.74,-109 54 8.96
46 11 22.04,-109 54 9.17
46 11 20.35,-109 54 9.39
46 11 18.66,-109 54 9.6
46 11 16.98,-109 54 9.82
46 11 1.53,-109 54 10.04
46 11 13.63,-109 54 10.26
46 11 11.96,-109 54 10.47
46 11 10.29,-109 54 10.66
46 11 8.63,-109 54 10.86
46 11 6.96,-109 54 11.08
46 11 5.29,-109 54 11.31
46 11 3.6,-109 54 11.53
46 11 1.9,-109 54 11.72
46 11 1.7,-109 54 11.92
46 10 98.43,-109 54 12.14
46 10 96.67,-109 54 12.36
46 10 9.49,-109 54 1.26
46 10 93.11,-109 54 12.83
46 10 91.32,-109 54 13.05
46 10 89.55,-109 54 13.26
46 10 87.79,-109 54 13.47
46 10 86.04,-109 54 13.68
46 10 8.43,-109 54 13.89
46 10 82.56,-109 54 14.11
46 10 80.83,-109 54 14.32
46 10 79.09,-109 54 14.53
46 10 77.35,-109 54 14.73
46 10 75.61,-109 54 14.95
46 10 73.85,-109 54 15.16
46 10 72.08,-109 54 15.38
46 10 70.29,-109 54 1.56
46 10 68.51,-109 54 15.81
46 10 66.73,-109 54 16.02
46 10 64.96,-109 54 16.23
46 10 6.32,-109 54 16.45
46 10 61.44,-109 54 16.67
46 10 5.97,-109 54 1.69
46 10 57.95,-109 54 17.13
46 10 56.22,-109 54 17.36
46 10 5.45,-109 54 17.57
46 10 52.78,-109 54 17.77
46 10 51.06,-109 54 17.97
46 10 49.34,-109 54 18.18
46 10 4.76,-109 54 18.39
46 10 45.86,-109 54 1.86
46 10 4.41,-109 54 18.81
46 10 42.34,-109 54 19.03
46 10 40.56,-109 54 19.23
46 10 38.78,-109 54 19.45
46 10 37.01,-109 54 19.67
46 10 35.25,-109 54 19.89
46 10 33.49,-109 54 20.11
46 10 31.72,-109 54 20.32
46 10 29.96,-109 54 20.54
46 10 28.19,-109 54 20.75
46 10 26.43,-109 54 20.96
46 10 24.66,-109 54 21.17
46 10 22.89,-109 54 21.38
46 10 21.12,-109 54 21.58
46 10 19.34,-109 54 21.79
46 10 17.57,-109 54 22.01
46 10 15.81,-109 54 22.23
46 10 14.04,-109 54 22.46
46 10 12.29,-109 54 22.68
46 10 10.54,-109 54 22.89
46 10 8.8,-109 54 2.31
46 10 7.07,-109 54 2.33
46 10 5.33,-109 54 23.51
46 10 3.59,-109 54 23.71
46 10 1.84,-109 54 23.92
46 10 90,-109 54 24.13
46 9 98.34,-109 54 24.34
46 9 96.58,-109 54 24.56
46 9 94.82,-109 54 24.78
46 9 93.06,-109 54 2.5
46 9 91.29,-109 54 25.21
46 9 89.52,-109 54 25.42
46 9 87.75,-109 54 25.62
46 9 85.99,-109 54 25.82
46 9 84.22,-109 54 26.03
46 9 82.46,-109 54 26.25
46 9 80.71,-109 54 26.46
46 9 78.95,-109 54 26.67
46 9 7.72,-109 54 26.88
46 9 75.45,-109 54 2.71
46 9 7.37,-109 54 27.31
46 9 71.95,-109 54 27.51
46 9 7.02,-109 54 27.72
46 9 68.45,-109 54 27.94
46 9 6.67,-109 54 28.16
46 9 64.96,-109 54 28.39
46 9 63.22,-109 54 28.61
46 9 61.49,-109 54 28.81
46 9 59.76,-109 54 29.02
46 9 58.04,-109 54 29.24
46 9 56.31,-109 54 29.47
46 9 54.58,-109 54 2.97
46 9 52.85,-109 54 29.95
46 9 51.12,-109 54 3.02
46 9 49.38,-109 54 30.47
46 9 47.65,-109 54 30.77
46 9 45.92,-109 54 31.15
46 9 44.19,-109 54 31.59
46 9 42.46,-109 54 32.07
46 9 40.73,-109 54 32.61
46 9 39.01,-109 54 33.19
46 9 3.73,-109 54 3.38
46 9 35.59,-109 54 34.44
46 9 33.89,-109 54 35.12
46 9 3.22,-109 54 35.87
46 9 30.52,-109 54 36.67
46 9 28.85,-109 54 37.52
46 9 27.19,-109 54 3.84
46 9 25.53,-109 54 39.31
46 9 23.89,-109 54 40.23
46 9 22.27,-109 54 41.16
46 9 20.65,-109 54 42.09
46 9 19.04,-109 54 43.03
46 9 17.43,-109 54 43.98
46 9 15.82,-109 54 44.92
46 9 14.21,-109 54 45.86
46 9 1.26,-109 54 46.79
46 9 10.98,-109 54 47.73
46 9 9.37,-109 54 48.67
46 9 7.75,-109 54 4.96
46 9 6.13,-109 54 50.54
46 9 4.49,-109 54 51.47
46 9 2.83,-109 54 52.41
46 9 1.16,-109 54 53.34
46 8 99.46,-109 54 54.28
46 8 97.77,-109 54 55.22
46 8 96.08,-109 54 56.17
46 8 94.39,-109 54 57.11
46 8 9.27,-109 54 58.06
46 8 91.01,-109 54 59.01
46 8 89.32,-109 54 59.96
46 8 87.62,-109 54 60.93
46 8 85.93,-109 54 61.89
46 8 84.24,-109 54 62.84
46 8 82.54,-109 54 63.79
46 8 80.84,-109 54 64.73
46 8 79.14,-109 54 65.67
46 8 77.44,-109 54 6.66
46 8 75.74,-109 54 67.53
46 8 74.03,-109 54 68.45
46 8 72.32,-109 54 69.36
46 8 7.06,-109 54 70.27
46 8 68.88,-109 54 71.17
46 8 67.16,-109 54 72.07
46 8 65.43,-109 54 72.97
46 8 63.71,-109 54 73.86
46 8 61.99,-109 54 74.75
46 8 60.26,-109 54 75.64
46 8 58.54,-109 54 76.55
46 8 56.82,-109 54 77.46
46 8 55.12,-109 54 78.37
46 8 53.42,-109 54 79.28
46 8 51.73,-109 54 8.02
46 8 50.05,-109 54 81.12
46 8 48.38,-109 54 82.03
46 8 46.73,-109 54 82.94
46 8 45.09,-109 54 83.85
46 8 43.46,-109 54 84.76
46 8 41.83,-109 54 85.66
46 8 4.02,-109 54 86.54
46 8 38.57,-109 54 87.42
46 8 36.93,-109 54 88.31
46 8 35.29,-109 54 89.22
46 8 33.64,-109 54 90.14
46 8 31.97,-109 54 91.05
46 8 3.03,-109 54 91.97
46 8 28.63,-109 54 92.89
46 8 26.96,-109 54 93.81
46 8 25.29,-109 54 94.74
46 8 23.61,-109 54 95.67
46 8 21.94,-109 54 9.66
46 8 20.28,-109 54 97.52
46 8 18.64,-109 54 98.42
46 8 17.03,-109 54 99.34
46 8 15.41,-109 55 2.5
46 8 13.78,-109 55 1.16
46 8 12.14,-109 55 2.06
46 8 1.05,-109 55 2.97
46 8 8.84,-109 55 3.86
46 8 7.18,-109 55 4.75
46 8 5.51,-109 55 5.64
46 8 3.83,-109 55 6.52
46 8 2.17,-109 55 7.41
46 8 50,-109 55 8.3
46 7 98.84,-109 55 9.21
46 7 97.17,-109 55 10.13
46 7 9.55,-109 55 11.06
46 7 93.82,-109 55 1.2
46 7 92.15,-109 55 12.94
46 7 90.48,-109 55 13.89
46 7 88.81,-109 55 14.82
46 7 87.15,-109 55 15.75
46 7 8.55,-109 55 16.65
46 7 83.86,-109 55 17.54
46 7 82.24,-109 55 18.45
46 7 80.61,-109 55 19.35
46 7 78.97,-109 55 20.24
46 7 77.33,-109 55 21.14
46 7 75.69,-109 55 22.02
46 7 74.03,-109 55 22.91
46 7 72.36,-109 55 23.81
46 7 70.68,-109 55 24.73
46 7 69.02,-109 55 25.65
46 7 67.35,-109 55 26.57
46 7 65.67,-109 55 27.47
46 7 63.99,-109 55 28.36
46 7 62.31,-109 55 29.26
46 7 60.63,-109 55 30.16
46 7 58.95,-109 55 31.06
46 7 57.29,-109 55 31.96
46 7 55.65,-109 55 32.86
46 7 54.02,-109 55 33.77
46 7 5.24,-109 55 34.68
46 7 50.77,-109 55 35.59
46 7 49.13,-109 55 3.65
46 7 47.48,-109 55 3.74
46 7 45.83,-109 55 38.29
46 7 44.17,-109 55 39.19
46 7 42.51,-109 55 40.09
46 7 40.86,-109 55 40.99
46 7 39.21,-109 55 4.19
46 7 37.56,-109 55 42.81
46 7 35.92,-109 55 43.72
46 7 34.28,-109 55 44.62
46 7 32.65,-109 55 45.51
46 7 31.02,-109 55 46.39
46 7 29.38,-109 55 47.28
46 7 27.73,-109 55 48.17
46 7 26.08,-109 55 49.06
46 7 24.43,-109 55 49.96
46 7 22.78,-109 55 50.89
46 7 21.12,-109 55 51.84
46 7 19.48,-109 55 5.28
46 7 17.83,-109 55 53.75
46 7 16.19,-109 55 54.67
46 7 14.55,-109 55 55.57
46 7 12.91,-109 55 56.46
46 7 11.27,-109 55 57.34
46 7 9.64,-109 55 58.21
46 7 8.01,-109 55 59.09
46 7 6.38,-109 55 59.97
46 7 4.74,-109 55 60.86
46 7 3.09,-109 55 61.76
46 7 1.43,-109 55 62.67
46 6 99.76,-109 55 63.59
46 6 98.08,-109 55 6.45
46 6 96.41,-109 55 65.41
46 6 94.74,-109 55 66.32
46 6 93.07,-109 55 67.22
46 6 91.42,-109 55 68.13
46 6 89.77,-109 55 69.04
46 6 88.13,-109 55 69.96
46 6 86.51,-109 55 70.86
46 6 84.89,-109 55 71.76
46 6 83.25,-109 55 72.66
46 6 81.61,-109 55 73.56
46 6 79.95,-109 55 74.46
46 6 7.83,-109 55 75.36
46 6 76.64,-109 55 76.26
46 6 74.99,-109 55 77.15
46 6 73.33,-109 55 78.05
46 6 71.68,-109 55 78.95
46 6 70.03,-109 55 79.84
46 6 68.38,-109 55 80.74
46 6 66.73,-109 55 81.65
46 6 65.08,-109 55 82.55
46 6 63.43,-109 55 83.45
46 6 61.79,-109 55 84.35
46 6 60.14,-109 55 85.25
46 6 5.85,-109 55 86.15
46 6 56.87,-109 55 87.06
46 6 55.23,-109 55 87.96
46 6 5.36,-109 55 88.87
46 6 51.96,-109 55 89.76
46 6 50.33,-109 55 90.65
46 6 4.87,-109 55 91.55
46 6 47.07,-109 55 92.45
46 6 45.43,-109 55 93.36
46 6 43.79,-109 55 94.26
46 6 42.15,-109 55 95.16
46 6 40.51,-109 55 96.06
46 6 38.87,-109 55 96.96
46 6 37.22,-109 55 97.86
46 6 35.57,-109 55 98.76
46 6 33.93,-109 55 99.66
46 6 32.28,-109 56 5.6
46 6 30.64,-109 56 1.45
46 6 28.99,-109 56 2.34
46 6 27.35,-109 56 3.25
46 6 25.71,-109 56 4.14
46 6 24.06,-109 56 5.03
46 6 22.41,-109 56 5.91
46 6 20.76,-109 56 6.8
46 6 19.12,-109 56 7.7
46 6 17.47,-109 56 8.61
46 6 15.83,-109 56 9.5
46 6 14.19,-109 56 10.37
46 6 12.55,-109 56 11.19
46 6 10.92,-109 56 11.97
46 6 9.28,-109 56 1.27
46 6 7.65,-109 56 13.39
46 6 6.02,-109 56 14.02
46 6 4.39,-109 56 14.61
46 6 2.75,-109 56 15.15
46 6 1.12,-109 56 15.64
46 5 99.48,-109 56 16.09
46 5 97.84,-109 56 16.49
46 5 9.62,-109 56 16.84
46 5 94.55,-109 56 17.13
46 5 9.29,-109 56 17.38
46 5 91.22,-109 56 17.57
46 5 89.54,-109 56 17.73
46 5 87.84,-109 56 17.82
46 5 86.14,-109 56 17.89
46 5 84.43,-109 56 17.93
46 5 82.71,-109 56 17.95
46 5 80.99,-109 56 17.96
46 5 79.26,-109 56 17.98
46 5 77.53,-109 56 1.8
46 5 75.79,-109 56 18.02
46 5 74.05,-109 56 18.05
46 5 72.31,-109 56 18.06
46 5 70.58,-109 56 18.07
46 5 68.85,-109 56 18.07
46 5 67.12,-109 56 18.06
46 5 65.38,-109 56 18.04
46 5 63.62,-109 56 17.98
46 5 61.85,-109 56 17.91
46 5 60.08,-109 56 17.83
46 5 5.83,-109 56 17.75
46 5 56.52,-109 56 17.65
46 5 54.74,-109 56 17.57
46 5 52.98,-109 56 17.48
46 5 51.22,-109 56 17.38
46 5 49.46,-109 56 17.28
46 5 47.71,-109 56 17.19
46 5 45.97,-109 56 17.11
46 5 44.22,-109 56 17.05
46 5 42.45,-109 56 16.98
46 5 40.68,-109 56 16.91
46 5 38.89,-109 56 16.84
46 5 37.09,-109 56 16.78
46 5 35.29,-109 56 16.71
46 5 33.49,-109 56 16.63
46 5 31.68,-109 56 16.56
46 5 29.89,-109 56 16.49
46 5 28.11,-109 56 16.41
46 5 26.34,-109 56 16.33
46 5 24.59,-109 56 16.26
46 5 22.85,-109 56 16.18
46 5 21.11,-109 56 1.61
46 5 19.36,-109 56 16.02
46 5 1.76,-109 56 15.94
46 5 15.83,-109 56 15.88
46 5 14.05,-109 56 15.82
46 5 12.28,-109 56 15.75
46 5 10.51,-109 56 15.67
46 5 8.74,-109 56 15.59
46 5 6.98,-109 56 15.52
46 5 5.22,-109 56 15.45
46 5 3.46,-109 56 15.38
46 5 1.7,-109 56 1.53
46 4 99.94,-109 56 15.23
46 4 98.18,-109 56 15.14
46 4 96.43,-109 56 15.06
46 4 94.68,-109 56 14.98
46 4 92.93,-109 56 14.91
46 4 91.18,-109 56 14.84
46 4 89.43,-109 56 14.78
46 4 87.69,-109 56 14.72
46 4 85.94,-109 56 14.64
46 4 84.19,-109 56 14.56
46 4 82.44,-109 56 14.49
46 4 80.69,-109 56 14.43
46 4 78.93,-109 56 14.37
46 4 77.17,-109 56 14.31
46 4 75.41,-109 56 14.24
46 4 73.65,-109 56 14.15
46 4 71.89,-109 56 14.07
46 4 70.13,-109 56 1.4
46 4 68.38,-109 56 13.94
46 4 66.62,-109 56 13.89
46 4 64.86,-109 56 13.83
46 4 6.31,-109 56 13.78
46 4 61.35,-109 56 13.75
46 4 5.96,-109 56 13.78
46 4 57.86,-109 56 13.85
46 4 56.12,-109 56 13.99
46 4 54.38,-109 56 14.17
46 4 52.65,-109 56 14.39
46 4 50.92,-109 56 14.67
46 4 49.18,-109 56 1.5
46 4 47.45,-109 56 15.38
46 4 45.71,-109 56 15.79
46 4 43.98,-109 56 16.25
46 4 42.24,-109 56 16.77
46 4 4.05,-109 56 17.34
46 4 38.76,-109 56 17.97
46 4 37.01,-109 56 18.64
46 4 35.25,-109 56 19.36
46 4 3.35,-109 56 20.13
46 4 31.74,-109 56 20.93
46 4 29.98,-109 56 21.77
46 4 28.23,-109 56 22.65
46 4 26.47,-109 56 23.57
46 4 24.72,-109 56 24.55
46 4 22.96,-109 56 25.57
46 4 21.21,-109 56 26.62
46 4 19.46,-109 56 27.72
46 4 17.72,-109 56 28.87
46 4 15.99,-109 56 30.08
46 4 14.27,-109 56 31.35
46 4 12.55,-109 56 32.64
46 4 10.85,-109 56 33.96
46 4 9.16,-109 56 35.29
46 4 7.48,-109 56 36.61
46 4 5.82,-109 56 37.94
46 4 4.18,-109 56 39.26
46 4 2.56,-109 56 40.59
46 4 9.6,-109 56 41.91
46 3 99.37,-109 56 43.24
46 3 97.79,-109 56 44.56
46 3 96.21,-109 56 45.88
46 3 94.64,-109 56 4.72
46 3 93.09,-109 56 48.52
46 3 91.54,-109 56 49.85
46 3 90,-109 56 51.17
46 3 88.45,-109 56 52.49
46 3 86.91,-109 56 53.79
46 3 85.36,-109 56 55.08
46 3 83.82,-109 56 56.37
46 3 82.28,-109 56 57.65
46 3 80.73,-109 56 58.92
46 3 79.19,-109 56 60.19
46 3 77.65,-109 56 61.45
46 3 76.11,-109 56 6.27
46 3 74.57,-109 56 63.96
46 3 73.03,-109 56 6.52
46 3 71.49,-109 56 66.44
46 3 69.96,-109 56 67.68
46 3 68.43,-109 56 68.89
46 3 6.69,-109 56 70.09
46 3 65.37,-109 56 7.13
46 3 63.85,-109 56 72.51
46 3 62.34,-109 56 73.71
46 3 60.84,-109 56 74.91
46 3 59.34,-109 56 76.11
46 3 57.83,-109 56 77.32
46 3 56.31,-109 56 78.53
46 3 54.78,-109 56 79.74
46 3 53.24,-109 56 80.94
46 3 51.69,-109 56 82.17
46 3 50.14,-109 56 83.41
46 3 48.58,-109 56 84.69
46 3 47.02,-109 56 86.04
46 3 45.46,-109 56 87.43
46 3 43.91,-109 56 88.87
46 3 42.36,-109 56 9.03
46 3 40.82,-109 56 91.73
46 3 39.28,-109 56 93.17
46 3 37.74,-109 56 94.61
46 3 3.62,-109 56 96.06
46 3 34.67,-109 56 97.52
46 3 33.14,-109 56 98.97
46 3 3.16,-109 57 4.1
46 3 30.08,-109 57 1.86
46 3 28.57,-109 57 3.29
46 3 27.09,-109 57 4.68
46 3 25.64,-109 57 5.99
46 3 24.19,-109 57 7.19
46 3 22.75,-109 57 8.26
46 3 21.31,-109 57 9.15
46 3 19.87,-109 57 9.88
46 3 18.44,-109 57 10.46
46 3 17.01,-109 57 1.09
46 3 15.58,-109 57 11.19
46 3 14.15,-109 57 11.36
46 3 12.73,-109 57 11.45
46 3 1.13,-109 57 11.49
46 3 9.86,-109 57 11.51
46 3 8.41,-109 57 11.56
46 3 6.92,-109 57 11.61
46 3 5.38,-109 57 11.67
46 3 3.79,-109 57 11.72
46 3 2.15,-109 57 11.76
46 3 4.7,-109 57 1.18
46 2 98.75,-109 57 11.86
46 2 97.02,-109 57 11.91
46 2 95.27,-109 57 11.95
46 2 93.51,-109 57 1.2
46 2 91.75,-109 57 12.07
46 2 89.99,-109 57 12.13
46 2 88.23,-109 57 12.19
46 2 86.47,-109 57 12.24
46 2 8.47,-109 57 1.23
46 2 82.94,-109 57 12.35
46 2 81.18,-109 57 12.42
46 2 79.43,-109 57 12.49
46 2 77.67,-109 57 12.56
46 2 75.92,-109 57 12.61
46 2 74.16,-109 57 12.66
46 2 7.24,-109 57 12.72
46 2 70.63,-109 57 12.78
46 2 68.87,-109 57 12.84
46 2 6.71,-109 57 1.29
46 2 65.33,-109 57 12.96
46 2 63.55,-109 57 13.04
46 2 61.78,-109 57 13.11
46 2 60.01,-109 57 13.17
46 2 58.25,-109 57 13.22
46 2 56.48,-109 57 13.28
46 2 54.72,-109 57 13.35
46 2 52.96,-109 57 13.41
46 2 5.12,-109 57 13.47
46 2 49.45,-109 57 13.54
46 2 4.77,-109 57 13.63
46 2 45.95,-109 57 1.37
46 2 4.42,-109 57 13.78
46 2 42.45,-109 57 13.84
46 2 40.69,-109 57 1.39
46 2 38.94,-109 57 13.96
46 2 37.18,-109 57 14.04
46 2 35.42,-109 57 14.11
46 2 33.66,-109 57 14.18
46 2 31.91,-109 57 14.23
46 2 30.16,-109 57 14.29
46 2 28.42,-109 57 14.35
46 2 26.67,-109 57 14.43
46 2 24.94,-109 57 14.52
46 2 2.32,-109 57 14.61
46 2 21.46,-109 57 14.74
46 2 19.72,-109 57 14.92
46 2 17.98,-109 57 15.16
46 2 16.24,-109 57 15.46
46 2 14.51,-109 57 15.82
46 2 12.77,-109 57 16.21
46 2 11.03,-109 57 16.64
46 2 9.3,-109 57 17.12
46 2 7.56,-109 57 17.64
46 2 5.81,-109 57 18.21
46 2 4.06,-109 57 18.82
46 2 2.31,-109 57 19.48
46 2 5.5,-109 57 20.19
46 1 98.78,-109 57 20.92
46 1 9.7,-109 57 21.64
46 1 95.23,-109 57 22.35
46 1 93.47,-109 57 23.07
46 1 91.71,-109 57 23.79
46 1 89.96,-109 57 2.45
46 1 88.22,-109 57 25.21
46 1 86.49,-109 57 25.92
46 1 84.77,-109 57 26.64
46 1 83.06,-109 57 27.37
46 1 81.36,-109 57 28.09
46 1 79.66,-109 57 2.88
46 1 77.98,-109 57 29.51
46 1 7.63,-109 57 30.22
46 1 74.62,-109 57 30.93
46 1 72.94,-109 57 31.65
46 1 71.26,-109 57 32.38
46 1 69.58,-109 57 33.11
46 1 6.79,-109 57 33.85
46 1 66.22,-109 57 34.58
46 1 64.54,-109 57 35.32
46 1 62.86,-109 57 36.05
46 1 61.18,-109 57 36.77
46 1 5.95,-109 57 37.48
46 1 57.81,-109 57 38.18
46 1 56.12,-109 57 38.88
46 1 54.43,-109 57 39.57
46 1 52.75,-109 57 40.28
46 1 51.06,-109 57 41.01
46 1 49.38,-109 57 41.76
46 1 47.69,-109 57 42.49
46 1 46.01,-109 57 43.21
46 1 44.32,-109 57 43.92
46 1 42.63,-109 57 44.61
46 1 40.94,-109 57 45.28
46 1 39.24,-109 57 45.91
46 1 37.53,-109 57 46.49
46 1 35.82,-109 57 47.01
46 1 34.11,-109 57 47.51
46 1 3.24,-109 57 47.96
46 1 30.69,-109 57 48.35
46 1 28.98,-109 57 48.68
46 1 27.28,-109 57 48.98
46 1 25.58,-109 57 49.23
46 1 23.87,-109 57 49.41
46 1 22.15,-109 57 49.57
46 1 20.45,-109 57 49.69
46 1 18.75,-109 57 49.76
46 1 17.07,-109 57 4.98
46 1 15.38,-109 57 49.83
46 1 13.68,-109 57 49.88
46 1 11.96,-109 57 49.91
46 1 10.24,-109 57 49.95
46 1 8.5,-109 57 49.99
46 1 6.75,-109 57 50.02
46 1 5.01,-109 57 50.06
46 1 3.25,-109 57 50.09
46 1 1.49,-109 57 50.13
46 0 99.72,-109 57 50.17
46 0 97.95,-109 57 50.23
46 0 96.18,-109 57 50.28
46 0 94.41,-109 57 50.33
46 0 92.63,-109 57 50.37
46 0 90.84,-109 57 5.04
46 0 89.03,-109 57 50.45
46 0 87.19,-109 57 5.05
46 0 85.33,-109 57 50.55
46 0 83.45,-109 57 5.06
46 0 81.54,-109 57 50.66
46 0 79.61,-109 57 50.71
46 0 77.66,-109 57 50.76
46 0 75.69,-109 57 5.08
46 0 73.69,-109 57 50.85
46 0 71.68,-109 57 50.91
46 0 69.65,-109 57 50.97
46 0 67.62,-109 57 51.02
46 0 65.61,-109 57 51.08
46 0 63.58,-109 57 51.12
46 0 61.53,-109 57 51.16
46 0 59.47,-109 57 51.21
46 0 57.39,-109 57 51.26
46 0 5.53,-109 57 51.31
46 0 53.19,-109 57 51.37
46 0 51.06,-109 57 51.42
46 0 48.92,-109 57 51.49
46 0 46.77,-109 57 51.59
46 0 44.62,-109 57 51.74
45 0 42.49,-109 57 51.95
45 0 40.38,-109 57 5.22
45 0 38.28,-109 57 52.51
45 0 36.21,-109 57 52.86
45 0 34.15,-109 57 53.25
45 0 32.11,-109 57 53.68
45 0 30.09,-109 57 54.17
45 0 2.81,-109 57 54.72
45 0 26.13,-109 57 5.53
45 0 24.19,-109 57 55.94
45 0 22.28,-109 57 56.64
45 0 20.39,-109 57 57.38
45 0 18.53,-109 57 58.16
45 0 16.71,-109 57 58.97
45 0 14.91,-109 57 59.84
45 0 13.14,-109 57 60.76
45 0 1.14,-109 57 61.74
45 0 9.68,-109 57 62.75
45 0 7.98,-109 57 63.79
45 0 6.28,-109 57 64.86
45 0 4.57,-109 57 65.93
45 0 2.86,-109 57 67.01
45 0 1.15,-109 57 68.07
45 59 99.45,-109 57 69.13
45 59 97.75,-109 57 70.19
45 59 96.06,-109 57 71.25
45 59 94.38,-109 57 72.31
45 59 92.72,-109 57 73.36
45 59 91.07,-109 57 74.41
45 59 89.43,-109 57 75.46
45 59 8.78,-109 57 7.65
45 59 86.18,-109 57 77.55
45 59 84.56,-109 57 78.59
45 59 82.95,-109 57 79.64
45 59 81.33,-109 57 80.69
45 59 79.72,-109 57 81.74
45 59 78.11,-109 57 8.28
45 59 76.51,-109 57 83.85
45 59 74.91,-109 57 8.49
45 59 73.32,-109 57 85.95
45 59 71.73,-109 57 8.7
45 59 70.15,-109 57 88.05
45 59 68.57,-109 57 89.11
45 59 66.98,-109 57 90.16
45 59 65.38,-109 57 91.22
45 59 63.78,-109 57 92.27
45 59 6.22,-109 57 93.31
45 59 60.61,-109 57 94.36
45 59 59.02,-109 57 95.41
45 59 57.44,-109 57 96.47
45 59 55.86,-109 57 97.54
45 59 54.27,-109 57 98.61
45 59 52.69,-109 57 99.66
45 59 5.11,-109 58 7.2
45 59 49.51,-109 58 1.76
45 59 47.92,-109 58 2.81
45 59 46.32,-109 58 3.85
45 59 44.72,-109 58 4.89
45 59 43.11,-109 58 5.91
45 59 4.15,-109 58 6.9
45 59 39.88,-109 58 7.83
45 59 38.25,-109 58 8.71
45 59 36.64,-109 58 9.55
45 59 35.03,-109 58 10.35
45 59 33.42,-109 58 11.09
45 59 3.18,-109 58 11.77
45 59 30.19,-109 58 12.41
45 59 28.58,-109 58 13.03
45 59 26.96,-109 58 1.36
45 59 25.34,-109 58 14.11
45 59 23.72,-109 58 14.56
45 59 2.21,-109 58 14.97
45 59 20.46,-109 58 15.34
45 59 1.88,-109 58 15.66
45 59 17.12,-109 58 15.92
45 59 15.44,-109 58 16.13
45 59 13.75,-109 58 1.63
45 59 12.05,-109 58 16.43
45 59 10.34,-109 58 16.52
45 59 8.65,-109 58 16.56
45 59 6.95,-109 58 16.56
45 59 5.26,-109 58 16.55
45 59 3.55,-109 58 16.52
45 59 1.83,-109 58 16.48
45 59 90,-109 58 16.43
45 58 98.36,-109 58 16.39
45 58 96.63,-109 58 16.36
45 58 94.89,-109 58 16.32
45 58 93.16,-109 58 16.29
45 58 91.42,-109 58 16.26
45 58 89.67,-109 58 16.22
45 58 87.92,-109 58 16.18
45 58 86.16,-109 58 16.15
45 58 84.39,-109 58 16.13
45 58 82.61,-109 58 16.09
45 58 80.83,-109 58 16.06
45 58 79.05,-109 58 16.02
45 58 77.27,-109 58 15.99
45 58 7.55,-109 58 15.97
45 58 73.72,-109 58 15.95
45 58 71.95,-109 58 15.92
45 58 70.19,-109 58 15.89
45 58 68.42,-109 58 15.85
45 58 66.66,-109 58 15.82
45 58 6.49,-109 58 15.79
45 58 63.15,-109 58 15.76
45 58 61.39,-109 58 15.74
45 58 59.64,-109 58 15.73
45 58 57.88,-109 58 1.57
45 58 56.13,-109 58 15.67
45 58 54.38,-109 58 15.64
45 58 52.63,-109 58 15.63
45 58 50.87,-109 58 15.64
45 58 49.12,-109 58 15.67
45 58 47.37,-109 58 15.74
45 58 45.62,-109 58 15.87
45 58 43.87,-109 58 16.07
45 58 42.12,-109 58 16.31
45 58 40.36,-109 58 16.59
45 58 3.86,-109 58 1.69
45 58 36.85,-109 58 17.25
45 58 35.09,-109 58 17.65
45 58 33.33,-109 58 1.81
45 58 31.56,-109 58 18.61
45 58 2.98,-109 58 19.15
45 58 28.03,-109 58 19.69
45 58 26.27,-109 58 20.22
45 58 24.51,-109 58 20.75
45 58 22.75,-109 58 21.29
45 58 2.1,-109 58 21.84
45 58 19.25,-109 58 22.38
45 58 17.51,-109 58 22.92
45 58 15.77,-109 58 23.46
45 58 14.03,-109 58 2.4
45 58 12.29,-109 58 24.54
45 58 10.56,-109 58 25.08
45 58 8.84,-109 58 25.62
45 58 7.11,-109 58 26.16
45 58 5.38,-109 58 2.67
45 58 3.65,-109 58 27.25
45 58 1.91,-109 58 27.79
45 58 1.7,-109 58 28.34
45 57 98.42,-109 58 28.93
45 57 96.67,-109 58 2.96
45 57 94.91,-109 58 30.35
45 57 93.15,-109 58 31.19
45 57 91.38,-109 58 32.11
45 57 8.96,-109 58 33.11
45 57 87.82,-109 58 34.17
45 57 86.04,-109 58 35.25
45 57 84.28,-109 58 36.32
45 57 82.51,-109 58 37.35
45 57 80.77,-109 58 38.39
45 57 79.04,-109 58 39.43
45 57 77.33,-109 58 40.46
45 57 75.64,-109 58 41.43
45 57 73.98,-109 58 42.34
45 57 72.32,-109 58 43.17
45 57 70.68,-109 58 43.91
45 57 69.05,-109 58 44.56
45 57 67.45,-109 58 45.14
45 57 6.59,-109 58 45.68
45 57 64.39,-109 58 46.21
45 57 62.91,-109 58 46.74
45 57 61.45,-109 58 47.28
45 57 59.98,-109 58 47.82
45 57 58.51,-109 58 48.35
45 57 57.02,-109 58 48.88
45 57 55.49,-109 58 49.42
45 57 53.93,-109 58 50
45 57 52.33,-109 58 50.67
45 57 50.69,-109 58 51.42
45 57 49.02,-109 58 52.25
45 57 47.33,-109 58 53.14
45 57 45.65,-109 58 54.04
45 57 43.97,-109 58 54.96
45 57 42.29,-109 58 55.87
45 57 40.61,-109 58 56.79
45 57 38.96,-109 58 57.69
45 57 37.34,-109 58 5.86
45 57 35.77,-109 58 5.95
45 57 34.23,-109 58 6.04
45 57 32.72,-109 58 61.32
